"ATF4" "ATF6" "HNF4A" "NR1H3" "XBP1"
"Cer 42:2;2" 0.32338674097331 0.869108568494399 0.34573384540515 -0.516124671458987 0.200045407188855
"Cer 44:1;2" NA NA NA NA NA
"Chol" 0.237942044143079 0.242056723271532 0.686588634706459 -0.482136854737449 -0.86844351166119
"DAG 12:0;0_18:0;0" NA NA NA NA NA
"DAG 12:0;0_18:1;0" NA NA NA NA NA
"DAG 14:0;0_16:0;0" 0.733674841599716 0.55543323635628 0.982240414924177 -0.112544579590273 -0.456074937023255
"DAG 14:0;0_16:1;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"DAG 14:0;0_17:0;0" -0.280943737308198 -0.689449899125012 -0.785435068198882 0.548439927607075 0.462944848590384
"DAG 14:0;0_18:0;0" -0.594213385579409 -0.641118036541117 -0.334524536623851 -0.338738061705816 -0.745780451404368
"DAG 14:0;0_18:1;0" -0.878602052394586 -0.838594563240553 -0.847159809477068 0.0210028548832096 -0.0984285322777055
"DAG 14:0;0_18:2;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"DAG 14:0;0_19:1;0" 0.666390819099049 0.856909284668389 0.52829252934873 -0.0608448765229137 0.417528676206324
"DAG 14:0;0_20:1;0" -0.887375014001302 -0.301767918018411 -0.849096237349347 -0.422966496365502 0.136361068718075
"DAG 14:0;0_20:2;0" 0.606305291613058 0.857856807338922 0.471870179911731 -0.0972492486320218 0.445191876679032
"DAG 14:0;0_20:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 14:0;0_22:0;0" NA NA NA NA NA
"DAG 14:0;0_22:1;0" 0.89988190243476 0.759271867571882 0.739171678508041 0.110848246471878 0.228432735238156
"DAG 14:0;0_22:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 14:0;0_24:1;0" NA NA NA NA NA
"DAG 14:1;0_16:0;0" 0.161934084197773 -0.391551784901077 0.313614908835321 0.431536021536652 -0.379840418906464
"DAG 15:0;0_15:0;0" NA NA NA NA NA
"DAG 15:0;0_16:0;0" 0.311408224811629 0.856488169260886 0.656484515504854 -0.769591402939348 -0.36280940518814
"DAG 15:0;0_17:0;0" 0.780760617083108 0.83077407221775 0.630181334884005 0.012732931642257 0.343188093079379
"DAG 15:0;0_17:1;0" -0.471572760351585 0.200869496137043 -0.165850998317326 -0.948929775773307 -0.474385061578655
"DAG 15:0;0_18:0;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"DAG 15:0;0_18:1;0" 0.746064677913587 0.80814527195341 0.566923380850508 0.0844154513007669 0.453321339041178
"DAG 15:0;0_20:1;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 15:0;0_21:0;0" NA NA NA NA NA
"DAG 15:0;0_21:3;0" 0.59656942848851 0.445759379322124 0.925328079132446 -0.167274189986971 -0.573768073263576
"DAG 16:0;0_16:0;0" 0.816877366787985 0.89630050006922 0.865152461375978 -0.12906049547513 0.056446380332416
"DAG 16:0;0_16:1;0" 0.814575021920705 0.864766259906422 0.936446945608045 -0.159361756121989 -0.0808242046771536
"DAG 16:0;0_16:2;0" 0.311408224811629 0.856488169260886 0.656484515504854 -0.769591402939348 -0.36280940518814
"DAG 16:0;0_17:0;0" 0.311408224811629 0.856488169260886 0.656484515504854 -0.769591402939348 -0.36280940518814
"DAG 16:0;0_17:1;0" 0.0406660745117369 0.402964169217387 0.555239415957634 -0.78554511592002 -0.814548824837603
"DAG 16:0;0_18:0;0" 0.86649132320275 0.83415580238794 0.926346338502763 -0.0810273089811298 -0.0401148212086636
"DAG 16:0;0_18:1;0" 0.473114686660808 0.716722455019074 0.229189956344028 0.0191281833641498 0.634749038000644
"DAG 16:0;0_18:2;0" 0.77204797934209 0.909750502233473 0.901262763778908 -0.206932986569056 -0.0312727336298606
"DAG 16:0;0_19:1;0" 0.9102037012567 0.722062394471401 0.722723209615692 0.198751987266729 0.284467739945895
"DAG 16:0;0_20:1;0" -0.668164969931701 -0.130789522178765 -0.340237965284575 -0.838187365665974 -0.585971920046588
"DAG 16:0;0_20:2;0" -0.456120029731838 0.00844498660460218 -0.563958858235507 -0.52917154918441 0.0770392406686243
"DAG 16:0;0_20:3;0" 0.766866639245736 0.852976475750443 0.958532970773994 -0.218344193500305 -0.167904372275405
"DAG 16:0;0_20:4;0" 0.311408224811629 0.856488169260886 0.656484515504854 -0.769591402939348 -0.36280940518814
"DAG 16:0;0_22:1;0" -0.656166849595183 -0.801626566756225 -0.469981284986906 -0.0826292634647552 -0.550380152485523
"DAG 16:0;0_22:2;0" 0.233790514412971 0.168715568912163 0.658147453116501 -0.444715597719869 -0.896798210435991
"DAG 16:0;0_22:4;0" 0.598029606950218 0.416094984682161 0.917334091809258 -0.109773589121627 -0.54548052573638
"DAG 16:0;0_22:5;0" 0.686467536694123 0.502321664843852 0.276082464559302 0.304135892521679 0.568483694124754
"DAG 16:0;0_24:1;0" 0.345939635119963 0.578419563332729 0.829978521006515 -0.447773385686221 -0.555548983950284
"DAG 16:1;0_16:1;0" 0.311408224811629 0.856488169260886 0.656484515504854 -0.769591402939348 -0.36280940518814
"DAG 16:1;0_17:0;0" 0.760313358988583 0.461045950535787 0.456249002364586 0.596317246637113 0.635082800853277
"DAG 16:1;0_18:0;0" 0.605741337248722 0.876436445060702 0.917648504005226 -0.378897247548043 -0.234033749336043
"DAG 16:1;0_18:1;0" -0.746152020513659 -0.172704552335882 -0.757384497524873 -0.509710172052919 0.100210745534015
"DAG 16:1;0_18:2;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 16:1;0_20:1;0" -0.867157235510927 -0.469129825593825 -0.583680021648568 -0.570051707374079 -0.479609920892352
"DAG 16:1;0_20:2;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 16:1;0_20:3;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"DAG 16:1;0_22:0;0" -0.378829051903367 -0.500424190875433 -0.841459691132864 0.378488049709616 0.601239962588401
"DAG 16:1;0_22:1;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 16:1;0_22:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 16:1;0_22:4;0" 0.708506291241224 0.463138408076232 0.958448484932055 -0.0763668386744034 -0.51025564578496
"DAG 16:2;0_18:1;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"DAG 16:2;0_20:1;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 17:0;0_17:1;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"DAG 17:0;0_18:1;0" -0.755137115674431 -0.251866126646272 -0.836546632174024 -0.371633816548822 0.215970975287797
"DAG 17:0;0_19:0;0" NA NA NA NA NA
"DAG 17:1;0_17:1;0" 0.381250586745996 0.898653070772436 0.394577482283308 -0.454394207759781 0.245012400942984
"DAG 17:1;0_18:0;0" -0.530914768607732 -0.597217435872814 -0.865582993050954 0.526936789188357 0.681755945151601
"DAG 18:0;0_18:0;0" 0.311408224811629 0.856488169260886 0.656484515504854 -0.769591402939348 -0.36280940518814
"DAG 18:0;0_18:1;0" -0.766909526582233 -0.466441446195826 -0.96737192274915 0.0182159208862253 0.465727016301556
"DAG 18:0;0_18:2;0" 0.349651636181745 0.580850648483171 0.832230026496749 -0.44645129003461 -0.553875820068711
"DAG 18:0;0_18:3;0" 0.736890878797302 -0.0105301677116116 0.45461688844691 0.83950413371405 0.286788723205894
"DAG 18:0;0_19:1;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"DAG 18:0;0_20:1;0" 0.7053262121077 0.137734109445197 0.724917433526748 0.530239849021915 -0.085921488648285
"DAG 18:0;0_20:2;0" 0.350451963234229 0.105468662905531 0.656047337529532 0.199640745595465 -0.335136115814952
"DAG 18:0;0_20:4;0" 0.768799629150298 0.755864946852649 0.991582278819152 -0.185811947477278 -0.289946747716713
"DAG 18:0;0_20:5;0" 0.245732227825807 0.291729876565217 0.724645517211194 -0.266065521968508 -0.619070766491351
"DAG 18:0;0_22:1;0" 0.44250344906383 0.241546593854268 0.808991470714379 -0.153614316837229 -0.683917403420269
"DAG 18:0;0_22:2;0" 0.132309529905258 0.756301028593987 0.0669183720455455 -0.296427819716321 0.576999200983919
"DAG 18:0;0_22:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 18:0;0_22:4;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 18:0;0_22:5;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 18:0;0_22:6;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 18:1;0_18:1;0" -0.793043264302701 -0.597581015877085 -0.99501136882245 0.0786467485457388 0.390457569085106
"DAG 18:1;0_18:2;0" -0.0696173418740291 -0.00263556782704891 0.233202913245146 -0.713978498669587 -0.941138607123675
"DAG 18:1;0_18:3;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"DAG 18:1;0_19:0;0" 0.161934084197773 -0.391551784901077 0.313614908835321 0.431536021536652 -0.379840418906464
"DAG 18:1;0_20:1;0" -0.860730924811798 -0.854224630224985 -0.894996431280026 0.0782626634982329 -0.0186393727536623
"DAG 18:1;0_20:2;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"DAG 18:1;0_20:3;0" -0.804072207043094 -0.710377425309865 -0.998453486398303 0.128168165428328 0.302126011354036
"DAG 18:1;0_20:4;0" -0.103392849692305 -0.922829415562209 -0.406671715331417 0.626630486679138 -0.14126467603205
"DAG 18:1;0_22:0;0" 0.161934084197773 -0.391551784901077 0.313614908835321 0.431536021536652 -0.379840418906464
"DAG 18:1;0_22:1;0" -0.132309529905258 -0.756301028593987 -0.0669183720455455 0.296427819716321 -0.576999200983919
"DAG 18:1;0_22:2;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"DAG 18:1;0_22:3;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"DAG 18:1;0_22:4;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"DAG 18:1;0_22:5;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"DAG 18:1;0_22:6;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"DAG 18:2;0_18:2;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"DAG 18:2;0_20:2;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 18:2;0_20:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 18:2;0_22:5;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 20:1;0_20:1;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 20:1;0_20:2;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 20:1;0_20:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 20:1;0_20:4;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 20:2;0_20:2;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 20:2;0_20:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"DAG 20:3;0_20:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"HexCer 34:1;2" 0.105915558799939 -0.143721358905123 -0.455103271378779 0.378563327976953 0.60678197117826
"HexCer 36:1;2" -0.624081456299226 -0.201658610684602 -0.791588614173772 -0.32150260506213 0.264925789410108
"HexCer 38:1;2" -0.101248210681444 -0.214939449292901 0.195818422507253 0.298984136016952 -0.129704165365439
"HexCer 40:1;2" 0.597778588163213 0.368528397963673 0.898336243090007 -0.0205508287320896 -0.496959076169606
"HexCer 40:2;2" -0.502538163347111 -0.967144120769226 -0.550547699086747 0.30924331463158 -0.314235873677797
"HexCer 42:1;2" 0.703475080443392 0.354127670187542 0.911128795629781 0.123131815702845 -0.39981387683247
"HexCer 42:2;2" -0.80099286341191 -0.0835890979988954 -0.59791309749378 -0.735091592679206 -0.154753364422489
"LPA 16:0;0" -0.605184329098955 -0.0864073834052406 -0.272276534704515 -0.862305048791334 -0.62907440026784
"LPA 16:1;0" -0.37775579741438 -0.503303921817403 -0.841254668231302 0.381030391728497 0.599766893798479
"LPA 18:0;0" 0.819244496371178 0.846858847092072 0.950793647618386 -0.153851670103267 -0.112316170732304
"LPA 18:1;0" 0.246322543982465 -0.575288095467187 -0.208212902527828 0.979632870806928 0.416187216874133
"LPA 20:0;0" 0.55123405373223 0.798707730192877 0.373858302170179 -0.154767288181966 0.411631920539717
"LPA 20:1;0" -0.264149344047725 0.257760716206898 -0.208467397765261 -0.781884223257852 -0.230100885569567
"LPA 24:3;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"LPC 14:0;0" NA NA NA NA NA
"LPC 16:0;0" 0.682712146529803 0.920340987579659 0.906452585973862 -0.312026384944438 -0.113408810080387
"LPC 16:1;0" 0.456056192715548 0.614157477434916 0.890989193828893 -0.385839242948887 -0.523822825167848
"LPC 18:0;0" 0.727195169763723 0.828976696421268 0.968145305668405 -0.254481678485984 -0.237115626469591
"LPC 18:1;0" -0.78526216222194 -0.662068523350227 -0.999064234343463 0.123441302295359 0.356132222312663
"LPC 18:2;0" -0.222717357029608 -0.670574049598863 -0.744246737754282 0.631118870309316 0.522824227075265
"LPC O-16:0;0" 0.664073207912355 0.733554496058326 0.406108877409881 0.0775439412763862 0.515525839016607
"LPC O-16:1;0" 0.28998613434033 0.676546648831636 0.792921710945347 -0.536574355238872 -0.475964480883444
"LPC O-18:1;0" 0.290660033768353 0.196049621921589 0.69897480107342 -0.0363845085847228 -0.490197665257379
"LPE 16:0;0" 0.733466429395172 0.849752324778586 0.959941761361988 -0.253530273119218 -0.20310510854363
"LPE 18:0;0" 0.722089971024808 0.762241215136213 0.984458312845243 -0.235076444300194 -0.316845777149522
"LPE 18:1;0" -0.19297523490488 -0.0153259343252018 -0.529052471490689 -0.194224216936053 0.308111041047402
"LPE 20:0;0" -0.278714338442482 -0.692525297019701 -0.783535550249923 0.551276312210492 0.459729189578216
"LPE 20:1;0" -0.358685001435213 -0.700372879706349 -0.834363161205229 0.500842767090623 0.460333967474595
"LPE 20:3;0" 0.600354963593974 0.802655896186733 0.419179952484269 0.0566544794166166 0.582848772421587
"LPE 20:4;0" -0.405089538321862 -0.0958158498502309 -0.662428902555329 -0.27808373449893 0.283244307367882
"LPE 20:5;0" -0.387433144497577 -0.721360465187959 -0.230760330045132 0.341370286965095 -0.284673072632784
"LPE 22:3;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"LPE 22:5;0" -0.468537902292466 -0.704632852263259 -0.242122605327129 0.179557522001773 -0.403586601017848
"LPE 22:6;0" 0.302884707801045 0.70690830969165 0.19083368124603 -0.445054439999668 0.212766210270918
"LPE O-16:0;0" 0.514771679394646 0.0264219326796461 0.738527340525154 0.0811903846450678 -0.666710249458614
"LPE O-16:1;0" 0.792768309064351 0.832094413996175 0.967388630940667 -0.18496558520016 -0.173539085702559
"LPE O-18:0;0" -0.755529370831209 -0.0973933011777806 -0.45201582664433 -0.824612019129596 -0.408652742553938
"LPE O-18:1;0" 0.634944222431192 0.589919906197357 0.962759068577654 -0.224960193919006 -0.490420803592255
"LPE O-18:2;0" 0.0115280308952231 0.418960071715658 0.528424647681759 -0.818377371862548 -0.797344678116722
"LPG 16:0;0" -0.302476107264637 0.282774379732363 -0.185749754346209 -0.838953315463886 -0.270418535815013
"LPG 16:1;0" -0.8734012516206 -0.380328290105679 -0.585442942224642 -0.638274059373947 -0.433133211944134
"LPG 18:0;0" -0.637536778262545 -0.520314036036227 -0.340460221377174 -0.512313196356235 -0.755687337543709
"LPG 18:1;0" 0.363209256164625 -0.38216973423547 0.0806415616222246 0.954651282172551 0.347745672991828
"LPG 18:2;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"LPG 20:1;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"LPG 20:2;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"LPG 20:3;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"LPG 22:2;0" -0.372606355737141 0.0417392077190008 -0.0379713658616295 -0.890242082649769 -0.755708218910363
"LPG 22:5;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"LPG 22:6;0" 0.492740832634945 0.155319022567322 0.732897725622391 0.263461733757432 -0.3042800854518
"LPI 16:0;0" 0.713609764609459 0.953936521917705 0.834349120974215 -0.251480866475529 0.0528576326530411
"LPI 16:1;0" -0.175598036196984 0.226764530393033 0.275948658785942 -0.889728812623837 -0.847022141260708
"LPI 18:0;0" 0.811143028727762 0.73231523251237 0.995944084212403 -0.130510756923047 -0.27544917486468
"LPI 18:1;0" -0.626619770532382 -0.206248704226084 -0.795777230804559 -0.315705826901247 0.269381643848287
"LPI 18:2;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"LPI 20:2;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"LPI 20:4;0" 0.371948515416422 0.976052850552864 0.509917730119302 -0.477626523834559 0.215238460120573
"LPI 20:5;0" -0.270216538705902 -0.481568967467212 0.0812852144420408 -0.0678198349012781 -0.710388601379497
"LPI 22:5;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"LPI 22:6;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"LPS 16:0;0" NA NA NA NA NA
"LPS 16:1;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"LPS 18:0;0" -0.66142208060173 -0.0384700706984897 -0.342427695394785 -0.874499146082774 -0.504248694191948
"LPS 18:1;0" -0.865566231600495 -0.602508805510752 -0.865648608018611 -0.323989609605993 -0.136264903134451
"PA 12:0;0_12:0;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"PA 12:0;0_16:0;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"PA 12:0;0_18:1;0" NA NA NA NA NA
"PA 14:0;0_14:0;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"PA 14:0;0_16:0;0" 0.312485217971169 0.641201768680422 0.809907409397475 -0.504326109344773 -0.508186040284587
"PA 14:0;0_16:1;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"PA 14:0;0_17:0;0" NA NA NA NA NA
"PA 14:0;0_18:0;0" -0.812393955305369 -0.664129081575571 -0.999960451406712 0.0958358550769541 0.331151346645798
"PA 14:0;0_18:1;0" -0.163388193704628 -0.350499478099877 0.223428128981926 -0.0557434885607877 -0.682311512083859
"PA 14:0;0_18:2;0" -0.378197000332735 -0.502123305477023 -0.84134057780065 0.379987962334041 0.60037262786157
"PA 14:0;0_20:1;0" NA NA NA NA NA
"PA 14:1;0_16:0;0" NA NA NA NA NA
"PA 14:1;0_18:0;0" NA NA NA NA NA
"PA 15:0;0_15:0;0" -0.350174853402641 -0.320382842619644 -0.786933980484645 0.204095069513576 0.596478477435248
"PA 15:0;0_16:0;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"PA 15:0;0_17:0;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"PA 15:0;0_17:1;0" -0.384074544554706 0.244438536841481 -0.199399611514088 -0.888360664393459 -0.341997777876012
"PA 15:0;0_18:0;0" NA NA NA NA NA
"PA 15:0;0_18:1;0" -0.407948545529938 -0.409897783744004 -0.840738530503775 0.299084948169887 0.640543044034917
"PA 15:1;0_16:1;0" -0.161934084197773 0.391551784901077 -0.313614908835321 -0.431536021536652 0.379840418906464
"PA 16:0;0_16:0;0" 0.630522134501874 0.932670166982059 0.885870341706398 -0.361946911932839 -0.119814452546111
"PA 16:0;0_16:1;0" 0.790330994533976 0.811721005284641 0.976877929969534 -0.182796134332485 -0.20575464752094
"PA 16:0;0_16:2;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"PA 16:0;0_17:0;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"PA 16:0;0_17:1;0" -0.386190084701219 -0.479923869597232 -0.842485916391787 0.360420818203451 0.611303007668378
"PA 16:0;0_18:0;0" 0.998777739805131 0.442676442714981 0.809794323359202 0.339829624802252 -0.0264008608095802
"PA 16:0;0_18:1;0" 0.876881572679355 0.840088427112228 0.843458936965052 -0.021338135213926 0.103762315098104
"PA 16:0;0_18:2;0" 0.820240253017757 0.657776486715725 0.999732100807162 -0.0838980872411614 -0.328314067496007
"PA 16:0;0_19:1;0" -0.534142751246774 -0.940362884843023 -0.52335512437457 0.244173817220302 -0.36597283184919
"PA 16:0;0_20:0;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"PA 16:0;0_20:1;0" 0.844019432501783 0.855249692816748 0.923899406249468 -0.114810293259978 -0.0412289164092616
"PA 16:0;0_20:2;0" -0.47989814447709 -0.813974290036886 -0.348102097028899 0.271967084689498 -0.348227004121183
"PA 16:0;0_20:3;0" -0.899250688061096 -0.810006913413379 -0.834822771686199 -0.0239568735888052 -0.115496309931242
"PA 16:0;0_20:4;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"PA 16:0;0_22:1;0" 0.865566231600495 0.602508805510752 0.865648608018611 0.323989609605993 0.136264903134451
"PA 16:0;0_22:3;0" NA NA NA NA NA
"PA 16:1;0_16:1;0" -0.335580958024196 0.451515493024156 -0.0191445191999224 -0.968069806261281 -0.334985918846633
"PA 16:1;0_17:0;0" -0.404755959945636 -0.421239766794765 -0.841535994032834 0.308982263080362 0.636309885818677
"PA 16:1;0_18:0;0" 0.786288433391273 0.766923083681388 0.990250279883101 -0.171941248612027 -0.263636739124463
"PA 16:1;0_18:1;0" 0.816772283110309 0.763513371222606 0.989734901062307 -0.136969403774574 -0.23742691546267
"PA 16:1;0_18:2;0" -0.530914768607732 -0.597217435872814 -0.865582993050954 0.526936789188357 0.681755945151601
"PA 16:1;0_20:0;0" -0.294316629577022 -0.246454469957488 -0.728461813374952 0.127008421822156 0.546903637743792
"PA 16:1;0_20:1;0" -0.226978886681061 0.507029441020951 0.245803927955298 -0.986181704142841 -0.549046943860204
"PA 16:1;0_20:2;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"PA 17:0;0_17:1;0" 0.651287362700681 0.494857377552371 0.348429507239528 0.545192227192077 0.746845907527934
"PA 17:0;0_18:0;0" 0.835319651477764 0.806047435605302 0.679580582701731 0.0537793856335256 0.297390977638563
"PA 17:0;0_18:1;0" -0.401648562704057 -0.987664613983988 -0.551064257350775 0.429098762773853 -0.236203120874209
"PA 17:0;0_19:0;0" NA NA NA NA NA
"PA 17:0;0_19:1;0" NA NA NA NA NA
"PA 17:0;0_20:4;0" -0.392223922591092 -0.137572421150943 0.104450816321564 -0.662044991008688 -0.878914727229054
"PA 17:1;0_17:1;0" 0.867004014059616 0.835039352085464 0.924256071721864 -0.0796374912487454 -0.0357127222770186
"PA 17:1;0_18:0;0" -0.407756928139046 -0.987081070566669 -0.550683579495814 0.421970759149162 -0.241963911974592
"PA 17:1;0_20:3;0" NA NA NA NA NA
"PA 18:0;0_18:0;0" -0.311408224811629 -0.856488169260886 -0.656484515504854 0.769591402939348 0.36280940518814
"PA 18:0;0_18:1;0" 0.140575446947517 -0.27774606086401 -0.33039692839831 0.888348232359675 0.837472792839342
"PA 18:0;0_18:2;0" 0.32588342470609 -0.118319299475989 -0.0514466270034367 0.915098542764876 0.775023632918258
"PA 18:0;0_18:3;0" -0.686467536694123 -0.502321664843852 -0.276082464559302 -0.304135892521679 -0.568483694124754
