"Ctrl" "OA" "PA" "PO"
"GALNT1" 4.39216992156696 4.43092952016434 4.39920016306683 4.43373773644347
"MKRN2" 1.40818815188236 1.48396080540438 1.52227296000829 1.46829728109478
"PPARG" 0.623902491052169 0.524090829281596 1.26011421284558 0.990701950236442
"RAF1" 2.56214469728651 2.53263208066098 2.52858977822117 2.52307227893478
"PDGFB" 5.86595086175206 5.44820912572191 5.47534470955054 5.68026119705249
"GRASP" 2.39619205941561 2.59441078277946 2.73931409691675 2.52553881913451
"ACVR1B" 3.42685034959692 3.46878929607616 3.15808933183827 3.21405019300248
"TOM1L2" 3.27432529046212 3.29796849986996 3.56023147480499 3.38169355092256
"ZFP385A" 4.32310047481721 4.08401228193549 4.41324500444608 4.26233604905018
"ITGA5" 3.90462752743914 3.70390733821694 3.76026712462993 3.94719698342224
"WDR77" 3.36035175902335 3.46155804438795 3.43913220945427 3.28288123406432
"ATP5PB" 5.7266927274232 5.76210231147977 5.73362931526002 5.72963476902154
"SOX9" 2.21636418916444 2.47099670575144 2.58555589483323 2.38601202102881
"HNRNPD" 5.12600237353446 5.31313254221943 5.11920408866702 5.03216381838858
"C1D" 2.49615203659954 2.57116805226486 2.41945727250756 2.54942210885365
"GM2A" 1.81818541959906 1.66566632772722 1.86118033813744 1.90590442167828
"KRIT1" 1.59422642364946 1.52062072808825 1.62638561266431 1.58442175995866
"CLCN4" 3.27787440204842 3.19159529643257 3.26209608037996 3.31679880092286
"HK2" 6.11531710746396 5.9785425664672 6.12895723410972 6.03260059447863
"MYO18A" 4.23298036386246 4.16314752720055 4.40218468702939 4.22691242942745
"HOXB6" 3.63327238322686 3.7309804691715 3.53149625547134 3.49730650183612
"LOXL3" -0.549970437587462 -0.852636266575232 -0.813092980220009 -0.576849039805256
"KAT2B" 2.79035197057521 2.80562816604393 2.66952818654415 2.83486944866251
"RAB5B" 4.27451580563633 4.15179563011337 4.3040248713098 4.29192104949562
"ICOSL" 2.7208336558207 2.89556771350272 2.20170618832976 2.47988543614073
"SPG7" 4.87212316561683 4.85700917526262 4.97317944094346 4.79237081099342
"RPL13" 8.42170606698712 8.50844939406124 8.38700378265635 8.4496777085105
"CHMP1A" 5.27883357112797 5.20545050991151 5.29188387698931 5.35260636908681
"RPA1" 4.77471590724741 4.93455575458903 4.60842954728487 4.7933548880453
"TUBGCP3" 2.89776862341379 2.98795669024918 2.87334489917826 2.85607928646011
"POLR3D" 4.51231346901765 4.60568347216509 4.61153421413297 4.50241706674175
"TCF7" 1.58032402280071 1.34538765999865 1.64172652698367 1.51381604291947
"DDX3X" 7.06272826569432 7.12078633319854 7.22587002503098 7.04156396032539
"SLC5A5" -0.702722974244015 -0.655373168972643 -0.670413337355442 -0.772628407928831
"USP32" 3.71945808501041 3.73104545140787 3.76696398650338 3.75564320837995
"TXNRD3" 5.33396283344878 5.65209435788236 5.47089091625219 5.30851641405904
"ZFP512B" 3.48949188388739 3.41953586940897 3.50343307886709 3.52881965337479
"DNAJC5" 4.97780580730014 4.90309836476164 5.06428554439808 4.99686577249183
"TPD52L2" 3.98289444205551 3.93113743962363 3.9768907088795 3.94860257103467
"FMR1" 3.12073514490597 3.24218155280555 3.23931426781327 3.24396282209882
"IL4" -0.520963030211087 -0.915001100232791 -0.637701306993827 -0.831243332396111
"PXMP4" 2.201764001028 2.1121271746787 2.40795729297971 2.29083039107587
"DLG3" 2.39391306832998 2.30117920802717 2.30516805462782 2.34138925704671
"GNB1L" -0.223519345987313 0.117329662516802 0.0432228692388023 -0.106792045705789
"MMP11" 3.47176015694161 3.21878052678268 3.45605897294793 3.44999368495647
"SMARCB1" 3.89233664176588 3.88413291831965 3.86704092420092 3.84574433213976
"HIP1R" 3.1166722797272 2.84604638905881 2.98147591131225 3.03577400772453
"NSUN5" 2.06355177822492 2.11002451216326 1.99257958057578 2.03115994580644
"TOP1MT" 4.1005522571503 4.23378051149749 4.14376082100279 4.08590148247582
"HOXA10" 3.60363584238626 3.58831393538852 3.6485223546328 3.71162971412954
"HOXA4" 2.29145941865985 2.21655668656918 2.03564115269797 2.33965471456825
"MMP14" 5.51320220953041 5.42560383097693 5.12676872062707 5.41210479071763
"OXA1L" 4.14042117708758 4.05747713981963 4.09864668612871 4.0410658614216
"HEATR6" 3.13695340797035 3.09504759756413 3.09150908529926 3.09092245491597
"ILF2" 4.27946501484685 4.25681420203228 4.06515702680828 4.14586675370928
"CHTOP" 5.12968023821064 5.11433301939796 5.08112729249604 5.11085785656314
"SNAPIN" 3.44999887262545 3.37110545685591 3.64100598845793 3.43718768655652
"S100A4" -0.554784642455034 -0.751650804509718 -0.574844399006148 -0.610201390487532
"S100A6" 9.29561305034348 9.58586289091843 9.26339995513309 9.43608691728667
"MAPK7" 4.32235116671023 4.18079814934392 4.38487340833276 4.21818151212681
"EPN2" 3.88233382726603 3.81587841891666 3.82191095963892 3.89393872537638
"B9D1" 3.21630346063415 3.13381760203018 3.23675308569039 3.18896308241643
"SEC24B" 4.82952811126034 4.80678438953998 4.81084759972907 4.82485798247513
"N4BP3" 2.68368949637493 2.8195998249076 2.49067806729114 2.71287433177978
"RMND5B" 3.78326681111757 3.62445436523354 3.77675527154121 3.77196791271144
"NHP2" 6.6166920494634 6.91763049675085 6.52083447817146 6.58978407004523
"VPS9D1" 2.48107044822647 2.39719442346594 2.50655112803958 2.55766661074687
"ZFP276" 2.5861715715046 2.46372367908342 2.68410899347132 2.63216561520042
"MFSD10" 4.06931347016187 4.1122381959779 4.06973656548337 4.13469603638633
"LUZP1" 3.44817079707421 3.48363422866978 3.51706502067828 3.51760486937162
"SLC13A2" 0.416167530681439 -0.0840074753655007 -0.152768962956813 0.162851546899771
"KCTD10" 4.52404746925708 4.55556842984053 4.34223727727493 4.48378444699928
"POLDIP2" 4.67248627850578 4.62668787573635 4.75770843026226 4.667175273256
"IFT20" 3.30021329581199 3.02928062705586 3.32906508420109 3.27629462449668
"COL6A1" 0.455652104489653 -0.068849351483273 0.355687391812558 0.184800420874213
"PCBP3" 3.90220016027385 3.72990364863278 3.95841186722764 3.9039523428337
"ARAF" 3.34194236206167 3.30082277159762 3.27751443624122 3.30533797774326
"CFP" 0.727128225795479 0.638552522091291 0.71337321632815 0.814695338638654
"TIMP1" 5.1988085431225 5.29291094089821 5.13898323427324 5.23479633942871
"UXT" 1.85523207583338 1.87691940347756 1.94065446005685 1.80650516551541
"CNNM3" 1.90163863788601 1.71593772914318 1.85218325583813 1.99422419727079
"LMAN2L" 2.38683964478252 2.42386621479692 2.27649779275559 2.50254756495141
"MCM3AP" 3.90900636849843 3.92001493675091 3.94264364178652 3.86929297345276
"PCNT" 2.52517834412826 2.81000588834852 2.47316758909959 2.61067473329746
"MXD1" -0.457973292920685 -0.610308524757824 -0.364632376034591 -0.383456118064381
"GMCL1" 2.15307128488854 2.05175392732139 2.04689348041081 2.01646541440782
"SNRNP27" 4.02086755729561 4.12953759478502 4.03548976468172 3.99028937535655
"OAS1C" -0.631258326780848 -0.343871747963852 -0.320057775531192 -0.636202208862603
"OCRL" 2.20192186323655 2.23518417462979 2.25681769305044 2.24610570336564
"CALM1" 6.07422391879686 6.10759470546487 6.04890281867332 6.10202352514125
"AGPAT3" 4.70266953471855 4.55004952218449 4.60167346864301 4.77661016273065
"SEMA6B" 0.838014032223278 0.593490695921742 0.898523534935198 0.781808316905756
"UHRF1" 5.70921980229448 5.96523743795596 5.38182812418088 5.73422490753192
"DPP9" 4.01287617563128 4.0086415796528 3.98143792833262 4.07439387262892
"RAMP2" 3.08536534829039 3.15530819931525 3.25106111243801 3.09117848471236
"LSR" 6.19075027058537 6.08804050356515 6.17912565326873 6.23128657839401
"GRAMD1A" 3.57358810195157 3.37549805669801 3.32600409584328 3.44345262280919
"SP1" 3.98692720262432 4.10975325144314 4.15343107892152 4.03056071100561
"MYG1" 3.66223832431652 3.88195953694115 3.63619251218696 3.64450282810393
"RARG" 2.9909652056155 2.7845162987488 3.2378804076683 3.08735922965138
"PFDN5" 6.09492558131114 6.06326520300094 6.00365644922296 6.07049791014351
"EFNB2" 3.34312932418941 3.32411693149298 3.16706907552697 3.51697467587236
"RRP15" 4.12747630242934 4.23629188916685 4.22597603705203 4.12001921161589
"RND2" 3.6119702371998 3.32924482100717 3.84150488678176 3.61571220798774
"SRR" 0.432555014234389 0.2179908867323 0.789273521314494 0.286380446237997
"FBXO9" 2.99473549693653 2.86431359906129 3.32103390069063 2.82394251963007
"VPS50" 2.25318913693393 2.15224124127411 2.40090116865762 2.29222358433983
"HARS" 5.78736612596237 5.87309856299506 5.86385775830138 5.82775649689661
"ZMAT2" 5.0613869506899 5.02648537195113 4.96809540607505 5.04740560962928
"UBE2C" 5.56901290557095 5.77070793422966 5.20090952861295 5.56641005434435
"SMG5" 4.5372093330537 4.67572135234105 4.4737076419992 4.58312168650165
"CCT3" 6.1649280593883 6.26498476829409 6.21065543144501 6.15622501999454
"GLMP" 4.28834789308174 3.94620577784287 4.47551165721291 4.25633128708765
"MEF2D" 4.93428679723429 4.90101942711745 4.87687943193658 4.89390940613033
"TMEM79" -0.638942141439958 -0.364947933562814 -0.529656744834013 -0.608637633986011
"SND1" 4.4004844033027 4.33708913385383 4.46767336779733 4.42857962742693
"COL18A1" 7.20399977632887 7.0112600266885 7.16821075519288 7.19843940774845
"SLC19A1" 3.65237533554766 3.55471642973405 3.55065897261149 3.55965843514693
"KPNB1" 6.74574325900444 6.88738790321847 6.82295594686247 6.73887662720131
"NPEPPS" 4.5600845297178 4.49634071761651 4.67777875171222 4.60543733764635
"MRPL10" 5.14306611565972 5.15552047341426 5.07154941204042 5.10665430007631
"CYP51" 5.26941030864945 4.82704720429566 5.80927911256436 5.42418984340605
"TCF25" 6.37096782575517 6.29015712999681 6.37882549640358 6.35885388778063
"TUBB6" 6.74625556203939 6.94442537763648 6.46937818472572 6.78706797354689
"DEF8" 4.72814152166602 4.58519846977471 4.74565494983608 4.73559580061375
"IRX2" 1.82910000405095 1.46119531642859 1.54508009561457 1.79199905263283
"COL1A1" 0.145856766135561 -0.535496775523058 -0.511891659248652 -0.10554151970726
"ITGA3" 7.97645742187978 8.40068212463806 7.97567748810415 8.18968958043873
"FOXM1" 4.85244929168843 5.1101108088377 4.48536999092982 4.93310042043818
"ITFG2" 1.57254898310283 1.63628919095748 1.8114560619458 1.53734180851603
"NRIP2" -0.239514934027211 -0.246525120473768 -0.26388478109418 -0.259473600702414
"TULP3" 4.60737289089012 4.47880472692323 4.37855533830162 4.58539110704737
"GTF2H4" 3.17807262086115 3.2220571020951 3.24528266982768 3.21721553089957
"TUBB5" 8.93447862305998 9.0905297601541 8.65448336097557 8.9315981393085
"ELL2" 1.2971574319299 1.01972474778428 1.17072369734142 1.20176568278753
"JUP" 6.15630608732645 6.02215146049106 6.09434520911694 6.18079023790283
"FKBP10" 5.82465970477411 5.92196048085667 5.74615239418374 5.85116757644953
"NOM1" 3.00382767895028 3.02525379867922 3.00513892763008 2.98090429348452
"ERGIC1" 4.63246891930876 4.54316194472348 4.5738300076711 4.62776888648462
"IFRD1" 4.05536214924377 4.30365004887126 4.45581915931017 4.14050946215665
"STK38L" 2.73302378612479 2.60531444111993 2.74919611996408 2.69391782622076
"BRPF1" 3.83623897632838 3.94151577511233 3.79571308749422 3.71866637107206
"AKR1B3" 5.29471781784339 4.63196156675232 5.10774397225596 5.38826601034341
"GSTT1" 4.08331990522019 3.164053645969 3.69121011251862 3.67190797057573
"GSTT3" 1.21572818551791 0.65118644741526 1.15943243810383 1.06565436136156
"DDT" 4.33205882824036 3.7760341574978 4.18903871046003 3.93320450771527
"MARVELD3" 1.18313986787634 0.938187608173468 1.24098335708694 1.18874059954173
"DDX18" 5.34476210234533 5.44106081489052 5.45210164147429 5.33782579418632
"UBL3" 3.50183199007973 3.34837899623593 3.64635069941194 3.50784579213544
"GRAMD3" -0.19526350560978 -0.084924694156922 -0.277298338094966 -0.102893631381437
"EEF1E1" 3.61324591821385 3.7267013153573 3.59103637209408 3.5895773406618
"AKT1" 5.67059443815408 5.67589126329462 5.45125215708075 5.64125820410306
"TCIRG1" 3.06058512969621 2.78502980502438 2.63751221026508 2.75830852340742
"NAGLU" 3.14403236532929 3.05548533734664 3.35596991217222 3.0096201758165
"COASY" 3.50981474756328 3.50385911580072 3.46812148228156 3.4174498787535
"SMO" 5.43999323773486 5.40989361598825 5.25627860079875 5.46940456780081
"TSPAN33" 3.65721179583578 3.47497771032405 3.38785448324948 3.60800870445923
"CRNKL1" 3.85572377163177 3.89304581103232 3.97610565986802 3.84616098794232
"RIN2" 1.88910278709676 1.66020755003105 1.81410816405075 1.73199987426965
"CHORDC1" 3.57991377598326 3.66103715041005 3.65254896151536 3.5715491982315
"RTCB" 5.74444192418604 5.84529235532005 5.7611696156473 5.75945987875071
"PWP1" 5.18877908758852 5.29955918011505 5.20060738734683 5.12258964553313
"FBXO7" 1.62246603432167 1.63608069107361 1.76597145422375 1.64925018066918
"CAPNS1" 7.27456914765611 7.33723061999698 7.18834879225376 7.2734724378683
"LRP3" 3.148741948566 2.78283539613129 3.31769565716196 3.17289592197461
"FOLR1" 4.13166346471795 3.97478805245766 4.26502267785094 4.32998692455398
"CLPB" 2.55897640636526 2.56264452124783 2.58223893579264 2.53371387152273
"SEPT7" 4.59533952909878 4.83659142898202 4.6675032207959 4.65653361229429
"ZDHHC4" 2.89765061202981 2.85444635546593 3.04268899799806 2.91730251992773
"RAC1" 6.62291035386117 6.62783061796183 6.42817121451789 6.54084674060883
"NUP214" 3.48380261409459 3.64760026793125 3.51599896945567 3.46827517172848
"AIF1L" 6.23299695908121 6.30306450471526 5.78019402646584 6.18063203526914
"LTBP1" 2.19978253299735 2.32026180860137 2.53821853524093 2.51712742219103
"UGP2" 4.09366552484102 3.83445894695837 4.27902957082962 4.03972112705549
"TRMT1" 4.38024033270402 4.35775799965443 4.46032781342539 4.37095554517485
"NACC1" 6.9279481778725 6.86867052312999 6.76805041614911 6.9496243275757
"NFIX" 3.22635344496895 3.11042306036901 3.16382913340099 3.27820957566495
"SLC1A5" 4.08084688999123 4.07642676945222 4.25389170914512 4.05728277711939
"UBA1" 7.20713124893309 7.22861781130538 7.25631371002229 7.17661485954313
"SIAE" 0.484508058345435 0.348225999853589 0.689753329319535 0.661885170776282
"SPA17" -0.572494853314736 -0.546011315404016 -0.632135503433028 -0.827477744641585
"FAM50A" 4.42461302272661 4.19442395533837 4.7414916277537 4.29904894154209
"EMD" 5.11865387972862 5.15249669531938 5.01351001309837 5.03055554028932
"TACO1" 3.35500583998585 3.38041292683393 3.38785771240002 3.31499899364336
"GRIA3" 1.80225312656395 1.61238879257699 1.91852229649121 1.93980841211342
"AP4E1" 1.30936512442348 1.35650137877999 1.48200803444784 1.27990730614672
"BLVRA" 4.52393124254594 4.30015643977548 4.31727014006848 4.2369942997374
"PDZD4" 2.63798437369767 2.57232490198721 2.42981622516147 2.72953566368316
"IDH3G" 5.402840699981 5.43206418328407 5.40982217988725 5.3860431222384
"SSR4" 3.76033806113748 3.79537275058902 3.91639048784669 3.84875449267434
"BCAP31" 6.58624839931905 6.60117042230032 6.73559005507456 6.71313408610693
"FAM98A" 3.95301853169659 3.90739334886477 3.87796265985108 3.86015576333808
"KMT2A" 3.31237111028075 3.53345137101509 3.3673240944239 3.31728381653713
"IFT46" 3.56000872370464 3.59570850958303 3.58029265233219 3.63739663254591
"TMEM25" -0.373792116212511 -0.385134367358999 -0.211513525733449 -0.0739753847777903
"TRAPPC6A" 3.65272597149919 3.69749685509398 3.74630447376203 3.61055755604195
"SUPT6" 5.10787194981387 5.14178165056705 5.13857985451546 5.06210105243494
"SPAG5" 3.38942250545389 3.64993209473048 3.18943240681043 3.42540650399549
"UNC119" 3.81576086059486 3.60687818427921 3.79679796055793 3.83550381120287
"RAB34" 4.39660923158475 4.21669016195083 4.56736225896887 4.43438476992303
"SDF2" 4.67628985350523 4.47239940207556 4.6717799453901 4.80994586255906
"CCNE1" 3.74364951633458 3.79433436421087 3.35248997530537 3.86932876270046
"BBC3" 3.92333106771369 3.73236892690026 4.39268348850521 3.90290907225847
"PSMC3" 6.46137419851977 6.50583679837042 6.45808969261399 6.49116164630044
"ACP2" 3.21504214009161 3.07842707914052 3.21544847090907 3.18536816130883
"SLC39A13" 3.25085659401034 3.30105974314473 3.14657602119708 3.27126536448583
"NR1H3" 1.986572590626 1.56742185989981 1.99344168168128 1.76961551170748
"DDB2" 1.32340812603744 1.4338338625609 1.28756431150646 1.30795341128963
"SPI1" 1.07855694333408 0.827797970410496 0.984977895216316 0.90254100212709
"SF3A1" 4.72660629493757 4.83845315334761 4.64367281698178 4.69460207211085
"STAT6" 5.06263915346654 4.92213929136645 4.95472193226347 5.02756839327455
"NAPSA" 4.78493246041306 4.47927065465765 4.79314491609063 4.72829948675313
"VRK3" 2.42464277836942 2.43335632750467 2.36481161516914 2.36831659327127
"SMG9" 3.21644146025846 3.27902100377842 3.22078014868576 3.16563407224734
"PAXIP1" 2.91680699314905 3.01823848116376 2.64934730425298 2.92080057068977
"RMND5A" 3.68598436727907 3.64106323551157 3.78406483010144 3.75724959720051
"MOV10" 3.5109871061774 3.39043943820398 3.47215854580204 3.51568012350422
"PPM1J" 4.38862850702726 4.50839057901619 3.99277249978369 4.47680255926922
"RHOC" 7.4713895158622 7.34164554840861 7.2466592864743 7.42108659070311
"TEAD3" 2.40012653903027 2.04226588273 2.23898063636029 2.32813015384797
"PPARD" 2.27022828426924 1.98828431557867 2.57434949667722 2.18247539042398
"PEG3" 6.53764123840363 6.65930745628863 6.88233054173971 6.74893156835546
"METRN" -0.0106583755049342 0.0361813216491371 -0.208610327774785 -0.0420392946382884
"LMF1" 0.137820488775086 -0.112181857579463 0.459264149075029 0.11989783880816
"CIAO3" 2.04385954668557 1.961116149511 2.1068430694741 2.03802611411773
"DBF4" 3.30468160770393 3.43842034120813 3.32594170956191 3.33887199653406
"DAXX" 4.1978084896787 4.14733292828919 4.20496011183397 4.17604773470208
"CD320" 2.86114013957976 2.53186118138851 2.59667294054249 2.64020827439165
"IPO4" 3.66378801426289 3.68739638125023 3.83288074132861 3.56346706943585
"TM9SF1" 4.30232636797453 4.29290492124943 4.17745250680553 4.36007624207458
"IRF9" 1.72299177332008 1.38927117675434 1.84297751897574 1.5870296143164
"GMPR2" 1.05115678688134 1.18616745300857 1.36792373410908 1.26012426599393
"MDP1" 3.45692419308255 3.43441828857768 3.40368759169664 3.41029590256686
"DHRS1" 5.06716606678292 5.01268615919994 5.03565294190077 5.05092578594303
"TMEM161A" 4.46690019520063 4.42395084927327 4.48992324943985 4.48984444713142
"ARMC6" 3.46979410750646 3.56813832866284 3.60902326799955 3.48605481337207
"BORCS8" 3.98374162702097 3.91322441395319 3.93798891589903 4.02246529009656
"SLC25A42" 0.133543873117132 0.207340975000102 0.196415486827716 -0.163902324644455
"SNX9" 5.67149249305446 5.67052334344553 5.58168576592617 5.77872913706365
"RANBP3" 4.24535614737913 4.29854677621091 4.11477642749715 4.27198833015944
"NDUFA11" 4.54377860901588 4.43271477194147 4.38122668690571 4.52603048893733
"NR2F6" 5.76421457780636 5.66056452580496 5.64054069188637 5.89890709818807
"USE1" 4.1171632350866 4.05811649378278 4.29396378208299 4.12454530518203
"OCEL1" 2.2794596668241 2.18285665829347 2.03773395265461 2.3052449226707
"DYRK1B" 2.51420410122406 2.08386114883121 2.74817837494219 2.52747515678785
"BRAF" 1.81187347548058 1.94086907285808 1.87120294309586 1.80385266861075
"NDUFB2" 0.402897970372721 0.328613542087624 0.338079828345105 0.215164892069154
"HLTF" 2.50920550800832 2.61256226320368 2.53444795637747 2.55970521844818
"PRPF6" 4.99801334494257 4.99667278339066 5.09045758043036 4.96999647761755
"RGS19" 4.2979013096343 4.1751694137552 4.36025673051775 4.25980434618754
"RGS20" 0.0357836982827383 -0.192786242811568 0.316609290523865 0.201565122044532
"ABHD3" 0.377621815552141 -0.109400334312863 0.688202291705114 0.51113748945968
"SNRPD1" 5.64623676722201 5.83955046617591 5.59482468371881 5.63905093247285
"TCHP" 1.58487588420554 1.43068642156541 1.45904679153465 1.39099788687686
"TIAM1" 1.77169003778366 1.83133207539169 1.6421649183176 1.69293119722353
"TSC2" 3.5171980651994 3.47380152665553 3.56701777713432 3.47445810781219
"SLC9A3R2" 3.14893797428445 2.86077052864812 3.18437950715797 3.16653726985345
"PUF60" 5.16508819837993 5.13348156500823 5.02102505968889 5.10864333742923
"GOLGA2" 3.97046212588124 3.91658577783063 4.1887681953399 3.99817418519894
"UCK1" 4.02339072578891 4.05906725697209 3.89932191637414 4.0450649419542
"SCIN" 6.54683095832182 6.73728955139578 6.64550902145919 6.55988852604338
"MIEN1" 3.62000917532387 3.47704653804791 3.75880405217784 3.69201250329952
"AXL" 5.13613063775995 5.23717663858506 5.04235205267099 5.18010090077083
"TGFB1" 4.32610306600274 4.08688873431599 4.01384876924349 4.25063680057204
"CCDC97" 4.17641717039124 4.12885004048527 4.18998813033025 4.12605513033643
"ZFP40" 0.527689234375731 0.466823753009996 0.596441536592052 0.50926764647576
"AKAP8L" 2.86037865792669 2.88796641748695 3.003498984453 2.84791081897818
"PDCD2L" 3.71622675425897 3.55528480750516 3.8434882408575 3.58715616599013
"GTF2F1" 6.24306216609641 6.24164380286051 6.34146661968413 6.21557100039162
"CLPP" 5.88673348579662 5.90305872472162 6.01423158761298 5.86386961426085
"ALKBH7" 2.55234962860956 2.42041771524163 2.79839142283059 2.49301066010433
"PSPN" -0.762115695307575 -0.901131345237935 -0.356993341756694 -0.589169969381203
"DENND1C" 0.307136873848037 0.181256129434001 0.471640523686508 0.373859344910918
"MED6" 3.95494093313311 3.99270313156489 3.99518714845244 3.98149934437688
"CSE1L" 4.98114876936029 5.20924972513978 4.91906167121652 4.96385308922529
"NAA20" 3.7012478547589 3.72409939748338 3.66369046083189 3.73000339587365
"PRKRA" 3.31001717132864 3.19694387435941 3.29137279557978 3.27694493056418
"FKBP7" 2.4798725652056 2.56543588654953 2.58058888479332 2.60126672102122
"PLEKHA3" 3.74727635976225 3.73678243261135 3.53391992306432 3.73099439879755
"YKT6" 5.28824477727072 5.27389204073304 5.21430570154466 5.25200270452187
"BAZ1B" 4.41251549419044 4.61602756153668 4.33493216904638 4.4524385317262
"PEX6" 3.6151671416095 3.48720639733588 3.56473801534271 3.62664116507437
"MRPL2" 5.46439700268922 5.51095238008298 5.60868485772036 5.39934255517154
"MEA1" 4.71514362237875 4.67386289683891 4.7844651609139 4.71575647379687
"KDELR1" 6.38197401606849 6.21573126375826 6.3122000446629 6.39403127926441
"TMEM143" 0.957010061618379 0.938757214587239 1.06410835987569 0.894867926526297
"BTBD6" 1.03793850334139 1.00425127740004 0.978475652015266 0.995262482044011
"NUDT14" 1.65623266198837 1.45853413317382 1.55083775645611 1.55722681102055
"EPDR1" 4.66376576686286 4.62636600699209 4.56730267497129 4.81561805526099
"FLII" 5.19152814936563 5.10810618030478 5.20513651232573 5.15547959762261
"TOP3A" 2.67013204396312 2.748543351792 2.4849803867349 2.5955688894201
"ATG4D" 1.47086252447561 1.44299397200677 1.48157093627378 1.52617892016617
"QTRT1" 3.9855785030813 4.08469451014831 4.11025556002891 3.8978766924886
"HDGFL2" 4.64924709231697 4.63574172230553 4.62902843756567 4.59899469174019
"CHAF1A" 3.46849913837441 3.6069319020439 3.10133304284639 3.46927497145373
"ADPRH" 4.12697792018497 4.11294578750502 3.94464754056398 4.07947277960569
"TMEM39A" 2.51711652720177 2.39982306346086 2.60800128238364 2.50092789103148
"TIMMDC1" 4.18349073059997 4.2853723367889 4.41271244233982 4.17138986590092
"PLA1A" 0.884418414202055 0.377034133914685 0.511141597694168 0.815016436556397
"MCM2" 5.25998528289339 5.45023886643197 5.05161935137952 5.28937899989566
"TPRA1" 3.11651678203565 2.9509192199639 3.19455485832448 3.12742753058634
"NAB1" 4.49704674732444 4.48361786310493 4.46954769398462 4.66050935407439
"ADGRE5" 4.7088311850786 4.61847974396086 4.56857197858675 4.61486822249303
"IL17RA" 1.85327245299489 1.88338200627888 2.08015057048471 1.962377046494
"LAMB1" 5.56679655299765 5.37007913070448 5.45847567362218 5.41348791381469
"KCNN1" -0.532003115680476 -0.889667073642106 -0.211310167944167 -0.685956481914111
"ARRDC2" 0.91982242408016 0.635232915083487 1.13855252362783 0.889117010565599
"MAP2K7" 3.59249858397423 3.62360019964827 3.55928793281961 3.6089631462965
