feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,fullname,BSA-1,BSA-2,BSA-3,BSA-DGAT-INH-1,BSA-DGAT-INH-2,BSA-DGAT-INH-3,oleic-1,oleic-2,oleic-3,palmitic-1,palmitic-2,palmitic-3,palmitic-DGAT-INH-1,palmitic-DGAT-INH-2,palmitic-DGAT-INH-3,palmitic-oleic-1,palmitic-oleic-2,palmitic-oleic-3,palmitic-oleic-DGAT-INH-1,palmitic-oleic-DGAT-INH-2,palmitic-oleic-DGAT-INH-3
CE 14:0;0,CE,STE,STO,14,0,0,,20.2811962549615,5.34790387786119,7.21197433774352,NA,NA,NA,NA,NA,NA,9.71713725742742,10.9525127944968,7.57506921422761,NA,NA,NA,NA,NA,6.71672629251941,NA,NA,NA
CE 16:0;0,CE,STE,STO,16,0,0,,36.0868221182811,13.079379532537,21.3674345504436,NA,NA,NA,8.21852771605395,8.40774580364601,7.00667751490328,120.651724996146,94.8618579508203,97.5588715256756,NA,NA,NA,66.0689820139295,60.9095357936991,72.5669762233683,NA,NA,NA
CE 16:1;0,CE,STE,STO,16,1,0,,15.6023522874423,7.85536253099604,8.39391522597732,NA,NA,NA,6.54466032185644,6.02025416900702,4.96077829450893,21.8891424925032,18.0126264610961,17.3321844038478,NA,NA,NA,11.3556853025544,11.4459556455638,12.6063187524521,NA,NA,NA
CE 18:0;0,CE,STE,STO,18,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08904059745835,5.9387349661268,7.444975150177,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 18:1;0,CE,STE,STO,18,1,0,,55.1926455923938,25.5077933716555,31.1664725859106,8.29132950259688,8.32440398230003,7.71364723236018,160.83729565418,134.4544748099,117.819590116295,36.8210833893605,30.7904577705547,28.547269081302,11.5416027297886,11.305000332419,12.9504271755259,41.9329789291507,45.8460683088407,47.0257970822037,4.83702726315266,7.56432775683054,7.58485250159053
CE 18:2;0,CE,STE,STO,18,2,0,,7.37692998793341,NA,NA,NA,NA,NA,5.48253610354866,6.51520424781049,5.6940785690841,5.0517153607395,NA,3.94208696758892,NA,NA,NA,4.25490834052765,NA,NA,NA,NA,NA
CE 20:1;0,CE,STE,STO,20,1,0,,6.83467170834628,4.49182307949052,4.77712630051339,NA,NA,NA,15.3374507907716,13.198056207039,12.6148327031229,4.42382563681111,NA,NA,NA,NA,NA,4.57760769488644,4.77638585977708,5.10771649423169,NA,NA,NA
CE 20:2;0,CE,STE,STO,20,2,0,,NA,NA,NA,NA,NA,NA,5.40206854071585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CE 20:3;0,CE,STE,STO,20,3,0,,NA,NA,NA,NA,NA,NA,4.29260397556572,4.49980704611092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 32:1;2,Cer,SL,MEM,32,1,2,,0.386064894204143,0.218199979465487,0.292108876853935,0.31012308327951,0.256897465756122,0.276159100279307,0.51784914080584,0.388970352363681,0.412241405935482,0.347395611925384,0.255265983554628,0.282047163593184,0.355869792794559,NA,0.312463694922482,0.209082989368563,NA,0.231328885197529,0.243902906040339,0.264348145033905,0.310454857378907
Cer 34:0;2,Cer,SL,MEM,34,0,2,,0.705176381016348,0.345956564634023,0.424024157169006,0.38641075795014,0.381646554061327,0.317289275289376,0.593444247549416,0.527188401257538,0.469149686299771,0.709018256863823,0.604589158009519,0.528739448880025,0.679463517532841,0.635665084799668,0.653744820441269,0.50513741220653,0.451915972139767,0.559676852197292,0.554102295879589,0.565826167221535,0.464389610430225
Cer 34:0;3,Cer,SL,MEM,34,0,3,,NA,NA,NA,NA,NA,NA,0.360124742474178,0.224837018730173,0.301247446356966,NA,NA,NA,NA,NA,NA,NA,NA,0.141281125705222,NA,NA,NA
Cer 34:1;2,Cer,SL,MEM,34,1,2,,14.6158942077355,7.50909861094801,10.4423300841135,9.30618923320005,8.02571186727898,8.9100575831248,12.6962819961496,10.7645604007158,11.0948359549638,19.3095891544774,15.1538564920927,14.5540192033516,21.0448213832973,22.7297904540254,24.1629469877363,13.3591554739039,13.2416266620766,14.5227510641194,18.1770971759718,18.9830463183938,18.3001843286639
Cer 34:2;2,Cer,SL,MEM,34,2,2,,1.31852257573019,0.513287308735816,0.767544720780711,0.873297554292365,0.780835360824507,0.808081029545956,1.09066401992745,0.814548029022998,0.94835196466802,1.84450836385378,1.37117425026342,1.20926295277335,1.06276226804803,1.23995148843805,1.37634984711426,1.26478436697605,1.0983195923292,1.37477398193881,2.08465902397396,1.95381772079125,1.89001030901685
Cer 36:0;3,Cer,SL,MEM,36,0,3,,NA,NA,NA,NA,NA,NA,NA,0.295380122014135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 36:1;2,Cer,SL,MEM,36,1,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838759786064259,0.682037162045143,0.692496476311353,0.968460663322211,0.901370202751507,0.929369879205673,NA,NA,NA,0.667183989242847,0.639077403103445,0.631799972153181
Cer 36:2;2,Cer,SL,MEM,36,2,2,,NA,NA,NA,NA,NA,NA,0.560477242998849,0.286121296141445,0.424068947413985,NA,NA,NA,NA,NA,NA,NA,NA,0.153455359005444,0.165223192516648,0.199241074594763,0.182439492367829
Cer 38:1;2,Cer,SL,MEM,38,1,2,,0.686812551034379,NA,0.519501720226128,NA,NA,NA,NA,NA,NA,0.832775170515816,0.697322265498229,0.664162981956636,0.786332588142487,0.88483704690287,0.841179861112759,0.551730451596719,0.628792636781005,0.578019380548623,0.54090382138326,0.538558579515146,0.503502428380522
Cer 38:2;4,Cer,SL,MEM,38,2,4,,NA,NA,NA,NA,NA,NA,0.368328550440714,0.325202787098609,0.302294183505908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cer 40:0;2,Cer,SL,MEM,40,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253074585330092,NA,0.309090455474723,NA,0.250537403150906,NA,NA,NA,NA,NA,NA
Cer 40:1;2,Cer,SL,MEM,40,1,2,,4.39056763478722,2.48558775219853,3.19192256414094,2.03890784848753,1.93194745418524,1.83134354808427,1.18201074304871,1.15192861408556,1.05982160355304,6.18746874975263,5.04636088305189,4.88556872940282,5.52337052289389,6.0638742182466,6.2080720270011,3.39111772323151,3.29673493532314,3.63835476548718,3.34159057784697,3.50357231210713,3.30082345229537
