"tf" "lipid" "cor"
"ASCL1" "Chol" -1
"BACH1" "Chol" 1
"BACH2" "Chol" 1
"CREB1" "Chol" -1
"EHF" "Chol" 1
"ELK4" "Chol" 1
"FOXO4" "Chol" -1
"MBD2" "Chol" -1
"MEIS2" "Chol" 1
"MYB" "Chol" 1
"NR5A1" "Chol" -1
"PBX2" "Chol" -1
"SMAD5" "Chol" 1
"SOX11" "Chol" 1
"SOX6" "Chol" -1
"SP3" "Chol" 1
"SPI1" "Chol" 1
